Name	ItemGenre	DetailType	ParticularType	Image	ObjDrop	Width	Height	Descript	Series	Price	Level	Stack	Magic1	Min1	Max1	Magic2	Min2	Max2	Magic3	Min3	Max3	Magic4	Min4	Max4	Magic5	Min5	Max5	Magic6	Min6	Max6	Magic7	Min7	Max7	Require1	Data1	Require2	Data2	Require3	Data3	Require4	Data4	Require5	Data5	Require6	Data6	DefMagic1	DefMagic2	DefMagic3	DefMagic4	DefMagic5	DefMagic6	Group	NeedToActive	TotalSetNum	ExpandMagic1	ExpandMagic2
Minh Ph­îng Thiªn Hoang H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck28.spr	36	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Minh Ph­îng(1)	4	99999	10	0																						36	120	39	2									1878	1857	1897	2100	1920	2220	280	7	10	1668	2198
Minh Ph­îng Thiªn Hoang Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap31.spr	28	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Minh Ph­îng(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1879	1777	1898	1940	2257	3674	280	7	10	1431	2198
Minh Ph­îng Thiªn Hoang Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Minh Ph­îng(3)	2	99999	10	0																						36	120	39	2									1878	1817	1897	2120	2257	2220	280	7	10	130	0
Minh Ph­îng Thiªn Hoang Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle29.spr	34	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Minh Ph­îng(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1879	1797	1898	1940	2257	2220	280	7	10	1431	2198
Minh Ph­îng Thiªn Hoang Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash29.spr	32	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Minh Ph­îng(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1879	1837	1897	2140	2257	2220	280	7	10	1669	2198
Minh Ph­îng Thiªn Hoang Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth31.spr	22	2	3	Bé trang bÞ §­êng M«n ná tiÔn cÊp Minh Ph­îng(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1879	1857	1897	2100	2156	3674	280	7	10	1431	2832
Minh Ph­îng Thiªn Hoang Tô TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart31.spr	17	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Minh Ph­îng(7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	120	39	2									1960	1777	2001	1940	2257	3674	280	7	10	1431	130
Minh Ph­îng Thiªn Hoang Lý 	0	5	1	\spr\item\equip\boots\obj-shoes31.spr	26	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Minh Ph­îng(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									1879	1817	1897	2120	2180	2220	280	7	10	1431	1416
Minh Ph­îng Thiªn Hoang Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist29.spr	36	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Minh Ph­îng(9)	1	99999	10	0																						36	120	39	2									1878	1797	1898	1940	2257	2220	280	7	10	1672	2198
Minh Ph­îng Thiªn Hoang H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Minh Ph­îng(10)	3	99999	10	0																						36	120	39	2									1878	1837	1898	2140	2257	2220	280	7	10	130	0
Minh Ph­îng Thiªn Kiªu H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck28.spr	36	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Minh Ph­îng(1)	4	99999	10	0																						36	120	39	2									1878	1857	1897	2100	1920	2220	281	7	10	1668	2198
Minh Ph­îng Thiªn Kiªu Ph¸t Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap31.spr	28	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp Minh Ph­îng(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1879	1777	1898	1940	2257	3674	281	7	10	1431	2198
Minh Ph­îng Thiªn Kiªu Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Minh Ph­îng(3)	2	99999	10	0																						36	120	39	2									1878	1817	1897	2120	2257	2220	281	7	10	130	0
Minh Ph­îng Thiªn Kiªu Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle29.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp Minh Ph­îng(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1879	1797	1898	1940	2257	2220	281	7	10	1431	2198
Minh Ph­îng Thiªn Kiªu Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash29.spr	32	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Minh Ph­îng(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1879	1837	1897	2140	2257	2220	281	7	10	1669	2198
Minh Ph­îng Thiªn Kiªu Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth31.spr	22	2	3	Bé trang bÞ §­êng M«n phi tiªu cÊp Minh Ph­îng(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1879	1857	1897	2100	2156	3674	281	7	10	1431	2833
Minh Ph­îng Thiªn Kiªu Phi Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart32.spr	15	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Minh Ph­îng(7)	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	120	39	2									1960	1777	2001	1940	2257	3674	281	7	10	1431	130
Minh Ph­îng Thiªn Kiªu Lý 	0	5	1	\spr\item\equip\boots\obj-shoes31.spr	26	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp Minh Ph­îng(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									1879	1817	1897	2120	2180	2220	281	7	10	1431	1417
Minh Ph­îng Thiªn Kiªu Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist29.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp Minh Ph­îng(9)	1	99999	10	0																						36	120	39	2									1878	1797	1898	1940	2257	2220	281	7	10	1674	2198
Minh Ph­îng Thiªn Kiªu H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring28.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Minh Ph­îng(10)	3	99999	10	0																						36	120	39	2									1878	1837	1898	2140	2257	2220	281	7	10	130	0
Minh Ph­îng ThiÕt HuyÕt H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck30.spr	36	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Minh Ph­îng(1)	1	99999	10	0																						36	120	39	6									1878	1777	1897	1940	1920	2220	282	7	10	1676	2198
Minh Ph­îng ThiÕt HuyÕt §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap33.spr	28	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Minh Ph­îng(2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	6									1879	1817	1898	2120	2257	3684	282	7	10	1431	2198
Minh Ph­îng ThiÕt HuyÕt Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Minh Ph­îng(3)	4	99999	10	0																						36	120	39	6									1878	1797	1897	1940	2257	2220	282	7	10	130	0
Minh Ph­îng ThiÕt HuyÕt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle31.spr	34	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Minh Ph­îng(4)	0	99999	10	0	30	135	135	31	80	80																36	120	39	6									1879	1837	1898	2140	2257	2220	282	7	10	1431	2198
Minh Ph­îng ThiÕt HuyÕt Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash31.spr	32	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Minh Ph­îng(5)	2	99999	10	0	30	160	160	31	80	80																36	120	39	6									1879	1857	1897	2100	2257	2220	282	7	10	1677	2198
Minh Ph­îng ThiÕt HuyÕt C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth33.spr	22	2	3	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Minh Ph­îng(6)	1	99999	10	0	30	720	720	31	90	90																36	120	39	6									1879	1777	1897	1940	2156	3684	282	7	10	1431	2834
Minh Ph­îng ThiÕt HuyÕt TriÒn Thñ 	0	0	6	\spr\item\equip\closeweapon\obj-glove08.spr	9	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Minh Ph­îng(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	6									1978	1817	2060	2120	2259	3684	282	7	10	1431	130
Minh Ph­îng ThiÕt HuyÕt Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes35.spr	26	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Minh Ph­îng(8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									1879	1797	1897	1940	2180	2220	282	7	10	1678	2198
Minh Ph­îng ThiÕt HuyÕt Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist31.spr	36	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Minh Ph­îng(9)	0	99999	10	0																						36	120	39	6									1878	1837	1898	2140	2257	2220	282	7	10	1431	1418
Minh Ph­îng ThiÕt HuyÕt H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Minh Ph­îng(10)	2	99999	10	0																						36	120	39	6									1878	1857	1898	2100	2257	2220	282	7	10	130	0
Minh Ph­îng Quang Phôc H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck30.spr	36	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Minh Ph­îng(1)	0	99999	10	0																						36	120	39	6									1878	1777	1897	1940	1920	2220	283	7	10	1680	2198
Minh Ph­îng Quang Phôc §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap33.spr	28	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Minh Ph­îng(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	6									1879	1817	1898	2120	2257	3684	283	7	10	1431	2198
Minh Ph­îng Quang Phôc Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Minh Ph­îng(3)	1	99999	10	0																						36	120	39	6									1878	1797	1897	1940	2257	2220	283	7	10	130	0
Minh Ph­îng Quang Phôc Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle31.spr	34	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Minh Ph­îng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	6									1879	1837	1898	2140	2257	2220	283	7	10	1681	2198
Minh Ph­îng Quang Phôc Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash31.spr	33	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Minh Ph­îng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									1879	1857	1897	2100	2257	2220	283	7	10	1431	1419
Minh Ph­îng Quang Phôc C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth33.spr	22	2	3	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Minh Ph­îng(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	6									1879	1777	1897	1940	2156	3684	283	7	10	1431	2835
Minh Ph­îng Quang Phôc Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-spear26.spr	11	1	4	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Minh Ph­îng(7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	6									1958	1817	2001	2120	2242	3684	283	7	10	1431	130
Minh Ph­îng Quang Phôc Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes35.spr	26	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Minh Ph­îng(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	6									1879	1797	1897	1940	2180	2220	283	7	10	1431	2198
Minh Ph­îng Quang Phôc Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist31.spr	36	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Minh Ph­îng(9)	3	99999	10	0																						36	120	39	6									1878	1837	1898	2140	2257	2220	283	7	10	1682	2198
Minh Ph­îng Quang Phôc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Minh Ph­îng(10)	4	99999	10	0																						36	120	39	6									1878	1857	1898	2100	2257	2220	283	7	10	130	0
Minh Ph­îng Dôc NhËt H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck30.spr	36	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Minh Ph­îng(1)	0	99999	10	0																						36	120	39	7									1878	1777	1897	1940	1920	2220	284	7	10	1684	2198
Minh Ph­îng Dôc NhËt Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap32.spr	28	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Minh Ph­îng(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	7									1879	1817	1898	2120	2257	3689	284	7	10	1431	2198
Minh Ph­îng Dôc NhËt Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Minh Ph­îng(3)	1	99999	10	0																						36	120	39	7									1878	1797	1897	1940	2257	2220	284	7	10	130	0
Minh Ph­îng Dôc NhËt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle31.spr	34	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Minh Ph­îng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	7									1879	1837	1898	2140	2257	2220	284	7	10	1685	2198
Minh Ph­îng Dôc NhËt Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash31.spr	33	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Minh Ph­îng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									1879	1857	1897	2100	2257	2220	284	7	10	1431	1420
Minh Ph­îng Dôc NhËt Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth32.spr	23	2	3	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Minh Ph­îng(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	7									1879	1777	1897	1940	2156	3689	284	7	10	1431	2836
Minh Ph­îng Dôc NhËt Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-staff26.spr	12	1	4	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Minh Ph­îng(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	7									1959	1817	2001	2120	2242	3689	284	7	10	1431	130
Minh Ph­îng Dôc NhËt Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes35.spr	26	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Minh Ph­îng(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	7									1879	1797	1897	1940	2180	2220	284	7	10	1431	2198
Minh Ph­îng Dôc NhËt Béi	0	9	1	\spr\item\equip\waist\obj-waist31.spr	36	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Minh Ph­îng(9)	3	99999	10	0																						36	120	39	7									1878	1837	1898	2140	2257	2220	284	7	10	1686	2198
Minh Ph­îng Dôc NhËt H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp Minh Ph­îng(10)	4	99999	10	0																						36	120	39	7									1878	1857	1898	2100	2257	2220	284	7	10	130	0
Minh Ph­îng SÝ §Þa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck30.spr	36	2	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Minh Ph­îng(1)	1	99999	10	0																						36	120	39	7									1878	1777	1897	1940	1920	2220	285	7	10	1688	2198
Minh Ph­îng SÝ §Þa Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap32.spr	28	2	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Minh Ph­îng(2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	7									1879	1817	1898	2120	2257	3689	285	7	10	1431	1421
Minh Ph­îng SÝ §Þa Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Minh Ph­îng(3)	4	99999	10	0																						36	120	39	7									1878	1797	1897	1940	2257	2220	285	7	10	130	0
Minh Ph­îng SÝ §Þa Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle31.spr	34	1	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Minh Ph­îng(4)	0	99999	10	0	30	135	135	31	80	80																36	120	39	7									1879	1837	1898	2140	2257	2220	285	7	10	1689	2198
Minh Ph­îng SÝ §Þa Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash31.spr	33	2	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Minh Ph­îng(5)	2	99999	10	0	30	160	160	31	80	80																36	120	39	7									1879	1857	1897	2100	2257	2220	285	7	10	1431	2198
Minh Ph­îng SÝ §Þa Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth32.spr	23	2	3	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Minh Ph­îng(6)	1	99999	10	0	30	720	720	31	90	90																36	120	39	7									1879	1777	1897	1940	2156	3689	285	7	10	1431	2837
Minh Ph­îng SÝ §Þa §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade31.spr	10	1	4	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Minh Ph­îng(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	7									1977	1817	2060	2120	2259	3689	285	7	10	1431	130
Minh Ph­îng SÝ §Þa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes35.spr	26	2	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Minh Ph­îng(8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									1879	1797	1897	1940	2180	2220	285	7	10	1431	2198
Minh Ph­îng SÝ §Þa Béi	0	9	1	\spr\item\equip\waist\obj-waist31.spr	34	1	2	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Minh Ph­îng(9)	0	99999	10	0																						36	120	39	7									1878	1837	1898	2140	2257	2220	285	7	10	1690	2198
Minh Ph­îng SÝ §Þa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring30.spr	37	1	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp Minh Ph­îng(10)	2	99999	10	0																						36	120	39	7									1878	1857	1898	2100	2257	2220	285	7	10	130	0
Minh Ph­îng Kh«ng Minh Phï 	0	4	1	\spr\item\equip\nick\obj-neck31.spr	36	2	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Minh Ph­îng(1)	3	99999	10	0																						36	120	39	8									1878	1777	1897	2140	1920	2220	286	7	10	1692	2198
Minh Ph­îng Kh«ng Minh Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap34.spr	28	2	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Minh Ph­îng(2)	4	99999	10	0	30	360	360	31	85	85																36	120	39	8									1879	1817	1898	2100	2257	3694	286	7	10	1756	2198
Minh Ph­îng Kh«ng Minh Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Minh Ph­îng(3)	0	99999	10	0																						36	120	39	8									1878	1797	1897	1940	2257	2220	286	7	10	130	0
Minh Ph­îng Kh«ng Minh Tô 	0	8	1	\Spr\item\equip\bangle\obj-bangle32.spr	34	1	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Minh Ph­îng(4)	2	99999	10	0	30	135	135	31	80	80																36	120	39	8									1879	1837	1898	2120	2257	2220	286	7	10	1756	2198
Minh Ph­îng Kh«ng Minh Ph¸p §¸i	0	6	1	\spr\item\equip\sash\obj-sash32.spr	33	2	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Minh Ph­îng(5)	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									1879	1857	1897	1940	2257	2220	286	7	10	1693	2198
Minh Ph­îng Kh«ng Minh §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth34.spr	24	2	3	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Minh Ph­îng(6)	3	99999	10	0	30	720	720	31	90	90																36	120	39	8									1879	1777	1897	2140	2156	3694	286	7	10	1756	2838
Minh Ph­îng Kh«ng Minh KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword28.spr	9	1	3	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Minh Ph­îng(7)	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									1977	1817	2080	2100	2259	3694	286	7	10	1756	130
Minh Ph­îng Kh«ng Minh Lý 	0	5	0	\spr\item\equip\boots\obj-shoes36.spr	26	2	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Minh Ph­îng(8)	0	99999	10	0	30	160	160	31	80	80																36	120	39	8									1879	1797	1897	1940	2180	2220	286	7	10	1694	2198
Minh Ph­îng Kh«ng Minh Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist32.spr	36	1	2	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Minh Ph­îng(9)	2	99999	10	0																						36	120	39	8									1878	1837	1898	2120	2257	2220	286	7	10	1756	1422
Minh Ph­îng Kh«ng Minh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ Vâ §ang quyÒn ph¸p cÊp Minh Ph­îng(10)	1	99999	10	0																						36	120	39	8									1878	1857	1898	1940	2257	2220	286	7	10	130	0
Minh Ph­îng Bång Lai Phï 	0	4	1	\spr\item\equip\nick\obj-neck31.spr	36	2	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Minh Ph­îng(1)	0	99999	10	0																						36	120	39	8									1878	1777	1897	2140	1920	2220	287	7	10	1696	2198
Minh Ph­îng Bång Lai Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap34.spr	28	2	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Minh Ph­îng(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	8									1879	1817	1898	2100	2257	3694	287	7	10	1756	2198
Minh Ph­îng Bång Lai Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Minh Ph­îng(3)	1	99999	10	0																						36	120	39	8									1878	1797	1897	1940	2257	2220	287	7	10	130	0
Minh Ph­îng Bång Lai Tô 	0	8	1	\Spr\item\equip\bangle\obj-bangle32.spr	34	1	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Minh Ph­îng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	8									1879	1837	1898	2120	2257	2220	287	7	10	1756	1423
Minh Ph­îng Bång Lai Ph¸p §¸i	0	6	0	\spr\item\equip\sash\obj-sash32.spr	32	2	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Minh Ph­îng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	8									1879	1857	1897	1940	2257	2220	287	7	10	1697	2198
Minh Ph­îng Bång Lai §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth34.spr	24	2	3	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Minh Ph­îng(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	8									1879	1777	1897	2140	2156	3694	287	7	10	1756	2839
Minh Ph­îng Bång Lai KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword30.spr	9	1	3	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Minh Ph­îng(7)	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	8									1958	1817	2001	2100	2242	3694	287	7	10	1756	130
Minh Ph­îng Bång Lai Lý 	0	5	0	\spr\item\equip\boots\obj-shoes36.spr	26	2	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Minh Ph­îng(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	8									1879	1797	1897	1940	2180	2220	287	7	10	1756	2198
Minh Ph­îng Bång Lai Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist32.spr	36	1	2	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Minh Ph­îng(9)	3	99999	10	0																						36	120	39	8									1878	1837	1898	2120	2257	2220	287	7	10	1698	2198
Minh Ph­îng Bång Lai H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ Vâ §ang kiÕm ph¸p cÊp Minh Ph­îng(10)	4	99999	10	0																						36	120	39	8									1878	1857	1898	1940	2257	2220	287	7	10	130	0
Minh Ph­îng Cöu Thiªn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck31.spr	36	2	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Minh Ph­îng(1)	0	99999	10	0																						36	120	39	9									1878	1777	1897	1940	1920	2220	288	7	10	1700	2198
Minh Ph­îng Cöu Thiªn §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap35.spr	28	2	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Minh Ph­îng(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	9									1879	1817	1898	2120	2257	3699	288	7	10	1431	2198
Minh Ph­îng Cöu Thiªn Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring31.spr	37	1	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Minh Ph­îng(3)	1	99999	10	0																						36	120	39	9									1878	1797	1897	1940	2257	2220	288	7	10	130	0
Minh Ph­îng Cöu Thiªn Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle32.spr	34	1	2	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Minh Ph­îng(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	9									1879	1837	1898	2140	2257	2220	288	7	10	1431	1424
Minh Ph­îng Cöu Thiªn Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash32.spr	33	2	1	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Minh Ph­îng(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	9									1879	1857	1897	2100	2257	2220	288	7	10	1701	2198
Minh Ph­îng Cöu Thiªn §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth35.spr	24	2	3	Bé trang bÞ C«n L«n ®ao ph¸p cÊp Minh Ph­îng(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	9									1879	1777	1897	1940	2156	3699	288	7	10	1431	2840
