STT	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	TempImg	PhysicalDamageBase
1763	¶ñÀÇ°ï°ïÖÚ9	0	5	555	0			165				enemy048	0	0	0	0	0	40	39	33	12	24	15	368	1	368	1	365	1	365	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		12		0
1764	¶ñÀÇ°ï°ïÖÚ10	0	5	555	0			114				enemy066	0	0	0	0	0	40	39	33	12	24	15	181	1	181	1	372	1	375	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		12		0
1765	¶ñÀÇ°ïÐ¡¶Ó³¤1	0	5	555	0			165				boss069	0	0	0	0	0	37	38	20	11	10	10	325	1	324	1	40	1	323	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
1766	¶ñÀÇ°ïÐ¡¶Ó³¤2	0	5	555	0			165				boss062	0	0	0	0	0	37	38	20	11	10	10	318	1	319	1	321	1	20	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				15	15	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
1767	¶ñÀÇ°ïÐ¡¶Ó³¤3	0	5	555	0			165				enemy105	0	0	0	0	0	37	38	20	11	10	10	353	1	353	1	355	1	711	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
1768	¶ñÀÇ°ïÐ¡¶Ó³¤4	0	5	555	0			263				boss063	0	0	0	0	0	28	30	28	11	16	13	302	1	351	1	339	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
1769	¶ñÀÇ°ïÐ¡¶Ó³¤5	0	5	555	0			165				boss059	0	0	0	0	0	37	38	20	11	10	10	328	1	328	1	380	1	380	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
1770	¶ñÀÇ°ïÐ¡¶Ó³¤6	0	5	555	0			165				boss070	0	0	0	0	0	37	38	20	11	10	10	336	1	336	1	337	1	337	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
1771	¶ñÀÇ°ïÐ¡¶Ó³¤7	0	5	555	0			165				boss071	0	0	0	0	0	37	38	20	11	10	10	715	1	361	1	362	1	362	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
1772	¶ñÀÇ°ïÐ¡¶Ó³¤8	0	5	555	0			165				enemy072	0	0	0	0	0	37	38	20	11	10	10	357	1	128	1	359	1	714	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
1773	¶ñÀÇ°ïÐ¡¶Ó³¤9	0	5	555	0			165				boss067	0	0	0	0	0	37	38	20	11	10	10	368	1	716	1	365	1	365	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
1774	¶ñÀÇ°ïÐ¡¶Ó³¤10	0	5	555	0			165				boss072	0	0	0	0	0	37	38	20	11	10	10	717	1	372	1	375	1	375	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
1775	¶ñÀÇ°ï³¤ÀÏ1	0	5	555	0			255				enemy146	0	0	0	0	0	36	36	36	13	21	14	339	1	353	1	342	1	302	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		3		0
1776	¶ñÀÇ°ï³¤ÀÏ2	0	5	555	0			165				boss016	0	0	0	0	0	36	36					328	1	380	1	336	1	337	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		3		0
1777	¶ñÀÇ°ï³¤ÀÏ3	0	5	555	0			165				boss011	0	0	0	0	0	37	38	20	11	10	10	359	1	357	1	361	1	362	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		3		0
1778	¶ñÀÇ°ï³¤ÀÏ4	0	5	555	0			165				boss009	0	0	0	0	0	37	38	20	11	10	10	318	1	365	1	375	1	372	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		3		0
1779	¶ñÀÇ°ï³¤ÀÏ5	0	5	555	0			165				boss020	0	0	0	0	0	36	36					319	1	325	1	40	1	321	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		3		0
1780	Bang Chñ ¸c Lang Bang	0	5	555	0			113				boss010	0	0	0	0	0	28	28	36	11	24	12	323	1	933	1	931	1	930	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	600	1	50	20	15	35	30	30	50	0	0						95	95	95	95	95	0	120		3		0
1781	Ng­êi lÝnh	3	6	555								boss022	0	0	0	0	0	24	28																																												400		700																						100		36		0
1782	Bôi Hoa Lan Rõng	3	6	555	0							passerby263	0	0	0	0	0	36	40	24	10	10	10	164	1	165	1	162	1	267	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0						95	95	95	95	95	1080	100		12		0
1783	Ng­êi h­íng dÉn bang héi	3	6	555				153				passerby025	0	0	0	0	0	20	28																																												400		700																						100		36		0
1784	Ng­êi §­a Th­	3	6	555								passerby040_1	0	0	0	0	0	30	30																																												400		700																						100		36		0
1785	T­îng §µi	3	6	555								passerby350	0	0	0	0	0	30	30																																												400		700																						250		36		0
1786	Cao thñ Thiªn V­¬ng B¸ch Nh©n L«i §µi	0	5	555	0			165				boss069	0	0	0	0	0	37	38	20	11	10	10	325	1	324	1	40	1	323	1		\script\npclevelscript\bairenleitai.lua	100				100					100				100				100				100				18	18	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1	100		3		0
1787	Cao thñ ThiÕu L©m B¸ch Nh©n L«i §µi	0	5	555	0			165				boss062	0	0	0	0	0	37	38	20	11	10	10	318	1	319	1	16	1	20	1		\script\npclevelscript\bairenleitai.lua	100				100					100				100				100				100				18	18	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1	100		3		0
1788	Cao thñ Ngò §éc B¸ch Nh©n L«i §µi	0	5	555	0			165				enemy105	0	0	0	0	0	37	38	20	11	10	10	353	1	353	1	355	1	711	1		\script\npclevelscript\bairenleitai.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1	100		3		0
1789	Cao thñ §­êng M«n B¸ch Nh©n L«i §µi	0	5	555	0			263				boss063	0	0	0	0	0	28	30	28	11	16	13	302	1	351	1	339	1	342	1		\script\npclevelscript\bairenleitai.lua	100				100					100				100				100				100				12	12	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1	100		3		0
1790	Cao thñ Nga Mi B¸ch Nh©n L«i §µi	0	5	555	0			165				boss059	0	0	0	0	0	37	38	20	11	10	10	328	1	328	1	380	1	380	1		\script\npclevelscript\bairenleitai.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1	100		3		0
1791	Cao thñ Thóy Yªn B¸ch Nh©n L«i §µi	0	5	555	0			165				boss070	0	0	0	0	0	37	38	20	11	10	10	336	1	336	1	337	1	337	1		\script\npclevelscript\bairenleitai.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1	100		3		0
1792	Cao thñ Thiªn NhÉn B¸ch Nh©n L«i §µi	0	5	555	0			165				boss071	0	0	0	0	0	37	38	20	11	10	10	715	1	361	1	362	1	362	1		\script\npclevelscript\bairenleitai.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1	100		3		0
1793	Cao thñ C¸i Bang B¸ch Nh©n L«i §µi	0	5	555	0			165				enemy072	0	0	0	0	0	37	38	20	11	10	10	357	1	128	1	359	1	714	1		\script\npclevelscript\bairenleitai.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1	100		3		0
1794	Cao thñ Vâ §ang B¸ch Nh©n L«i §µi	0	5	555	0			165				boss067	0	0	0	0	0	37	38	20	11	10	10	368	1	716	1	365	1	365	1		\script\npclevelscript\bairenleitai.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1	100		3		0
1795	Cao thñ C«n L«n B¸ch Nh©n L«i §µi	0	5	555	0			165				boss072	0	0	0	0	0	37	38	20	11	10	10	717	1	372	1	375	1	375	1		\script\npclevelscript\bairenleitai.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1	100		3		0
1796	5ºÅÊÂ¼þÔÎÑ£¹Ö	0	5	555	0			112				enemy076	0	0	0	0	0	30	30	36	9	18	13	723	1	626	1	627	1	628	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		12		0
1797	B¸nh Sinh NhËt	3	6	555								passerby351	0	0	0	0	0	30	30																																												400		700																						100		36		0
1798	§oµn §¹i Nh©n	3	6	555								enemy017	0	0	0	0	0	30	30																																												400		700																						100		36		0
1799	Thá Tr¾ng	3	6	555								ani068	0	0	0	0	0	30	30																																												400		700																						100		36		0
1800	21ºÅÊÂ¼þÅ®µÜ×Ó	0	5	555	0							enemy064	0	0	0	0	0	24	26	0	0	0	0	53	1	53	1	53	1	53	1		\script\npclevelscript\jianzhongmigong.lua	100				100					100				100				100				100				12	12	15	15	500	100	600	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		18		0
1801	Minh ch?- Th?mTh?ngY	3	6	555								passerby353	0	0	0	0	0	23	23																																												0	100	0																						320		6		0
1802	Minh ch?- Th?mTh?ngY	3	6	555								passerby352	0	0	0	0	0	23	23																																												0	100	0																						135		6		0
1803	TiÓu L©u La ¸c Lang Bang	0	5	555	0			112				enemy124	0	0	0	0	0	30	30	36	9	18	13	723	1	626	1	627	1	628	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	180	100		12		0
1804	TiÓu L©u La ¸c Lang Bang	0	5	555	0			116				enemy144	0	0	0	0	0	18	45	40	9	21	14	627	1	627	1	627	1	627	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	180	100		12		0
1805	TiÓu L©u La ¸c Lang Bang	0	5	555	0			114				enemy149	0	0	0	0	0	36	36	27	11	19	15	626	1	626	1	626	1	626	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	180	100		12		0
1806	TiÓu L©u La ¸c Lang Bang	0	5	555	0			200				enemy141	0	0	0	0	0	34	36	21	12	19	16	628	1	628	1	628	1	628	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	180	100		12		0
1807	TuÇn La Qu¸i VËt	0	5	555	1			138				boss032	0	0	0	0	0	33	36	23	13	26	12	53	1	53	1	53	1	53	1		\script\npclevelscript\npc_xiaoxiao.lua	100				100					100				100				100				100				8	8	18	18	400	50	700	9	50	25	25	25	25	30	50	0	0						75	75	90	75	75	180	100		9		0
1808	TuÇn La Qu¸i VËt	0	5	555	1			138				boss032	0	0	0	0	0	33	36	23	13	26	12	53	1	53	1	53	1	53	1		\script\npclevelscript\npc_xiaoxiao.lua	100				100					100				100				100				100				8	8	18	18	400	50	700	9	50	25	25	25	25	30	50	0	0						75	75	90	75	75	180	100		9		0
1809	½ðÏä×Ó01	3	6	555								passerby354a	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1810	½ðÏä×Ó02	3	6	555								passerby354b	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1811	½ðÏä×Ó03	3	6	555								passerby354c	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1812	½ðÏä×Ó04	3	6	555								passerby354d	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1813	½ðÏä×Ó05	3	6	555								passerby354e	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1814	ÒøÏä×Ó01	3	6	555								passerby354f	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1815	ÒøÏä×Ó02	3	6	555								passerby354g	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1816	ÒøÏä×Ó03	3	6	555								passerby354h	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1817	ÒøÏä×Ó04	3	6	555								passerby354i	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1818	ÒøÏä×Ó05	3	6	555								passerby354j	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1819	ÒøÏä×Ó06	3	6	555								passerby354k	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1820	Í­Ïä×Ó01	3	6	555								passerby354l	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1821	Í­Ïä×Ó02	3	6	555								passerby354m	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1822	Í­Ïä×Ó03	3	6	555								passerby354n	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1823	Í­Ïä×Ó04	3	6	555								passerby354o	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1824	Í­Ïä×Ó05	3	6	555								passerby354p	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1825	Ä¾Ïä×Ó01	3	6	555								passerby354q	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1826	Ä¾Ïä×Ó02	3	6	555								passerby354r	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1827	Ä¾Ïä×Ó03	3	6	555								passerby354s	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1828	Ä¾Ïä×Ó04	3	6	555								passerby354t	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
1829	C­êng Nh©n	0	5	555				258				enemy149	0	0	0	0	0	36	36	27	11	19	15	53	1	53	1	53	1	53	1		\script\npclevelscript\qianbaoku.lua	0				100					100				100				100				100				12	12	15	15	700	100	800	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85		100		12		0
1830	Óà¿Õ¿Õ(¶Ô»°)	3	6	555				218				enemy109	0	0	0	0	0	28	28																																																																				100				0
1831	Óà¿Õ¿Õ(Õ½¶·)	0	5	555				218				enemy109	0	0	0	0	0	30	35					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85		100		6		0
1832	§­êng BÊt NhiÔm	0	5	555				263				boss019	0	0	0	0	0	28	30	28	11	16	13	302	1	351	1	339	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		3		0
1833	Gia LuËt TÞ Ly	0	5	555				165				boss011	0	0	0	0	0	37	38	20	11	10	10	715	1	361	1	362	1	362	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		3		0
1834	M¹nh tinh:	0	5	555				165				boss012	0	0	0	0	0	37	38	20	11	10	10	357	1	357	1	359	1	359	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85		100		6		0
1835	M¹nh Th­¬ng L­¬ng	0	5	555				165				boss012	0	0	0	0	0	37	38	20	11	10	10	357	1	128	1	359	1	714	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		3		0
1836	Méc V« Ng«n	0	5	555				204				enemy095	0	0	0	0	0	24	30					353	1	353	1	355	1	711	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85		100		3		0
1837	Ò¶ÐÐ¼ó(¶Ô»°)	3	6	555				112				enemy003	0	0	0	0	0	24	33	20	11	23	17	368	1	716	1	365	1	365	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		3		0
1838	DiÖp Hµnh KiÖm DiÖp Hµnh KiÖm	0	5	555				112				enemy003	0	0	0	0	0	24	33	20	11	23	17	368	1	716	1	365	1	365	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		3		0
1839	TiÓu Nhan	3	6	555								boss086																																																			800		1000																						60		12		0
1840	Nh¹c Hoa l·o nh©n	0	5	555				189				enemy080	0	0	0	0	0	28	44					368	1	716	1	365	1	365	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		3		0
1841	PhØ Nh©n	0	5	555				253				enemy144	0	0	0	0	0	18	45	40	9	21	14	53	1	53	1	53	1	53	1		\script\npclevelscript\qianbaoku.lua	0				100					100				100				100				100				12	12	15	15	700	100	800	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85		100		6		0
1842	Å®ÈË	3	6	555				209				enemy100	0	0	0	0	0	24	29	0	0	0	0	101	1	234	1	53	1	53	1			100				100					100				100				100				100				6	6	18	18	400	50	700	2	50	20	60	40	60	0	0	10	0						75	75	90	75	60	1080	100		36		0
1843	Ngu Do·n V¨n	3	6	555				146				enemy003	0	0	0	0	0	38	38																																												400		700																						100		36		0
1844	Hoµn Nhan Kh¶ Hû	0	5	555				115				enemy006	0	0	0	0	0	24	27	21	10	24	12	715	1	361	1	362	1	362	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		3		0
1845	TuyÒn C¬ Tö 	0	5	555				165				boss017	0	0	0	0	0	37	38	20	11	10	10	717	1	372	1	375	1	375	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		3		0
1846	ThuyÒn Phu	3	6	555								passerby044	0	0	0	0	0	32	32																																												400		700																						100		36		0
1847	NguyÖt Ca Vâ VÖ	3	6	555				212				enemy103	0	0	0	0	0	30	30																																												400		700																						100		36		0
1848	NguyÖt Ca KiÕm ThÞ	3	6	555				213				enemy104	0	0	0	0	0	30	31																																												400		700																						100		36		0
1849	ÔÂ¸èµºÖ÷£¨¶Ô»°£©	3	6	555								boss093	0	0	0	0	0	27	45																																												400		700																						160		36		0
1850	ÔÂ¸èµºÖ÷£¨½×¶ÎÒ»£©	0	5	555								boss093												336	1	337	1	328	1	380	1		\script\npclevelscript\makeboss.lua	0				100					100				100				100				100				12	12	15	15	700	100	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95		160		6		0
1851	ÔÂ¸èµºÖ÷£¨½×¶Î¶þ£©	0	5	555								boss093												1045	1	1046	1	1047	1	1122	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	1200	1	50	20	15	35	30	30	50	0	0						95	95	95	95	95	1080	160		3		0
1852	ÔÂ¸èµºÖ÷£¨½×¶ÎÈý£©	0	5	555								boss093												947	1	948	1	949	1	930	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	600	1	50	20	15	35	30	30	50	0	0						95	95	95	95	95	1080	160		3		0
1853	KiÕm Si	0	5	555	0							enemy076	0	0	0	0	0	40	40					723	1	626	1	627	1	628	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	540	100		12		0
1854	KiÕm Cuång	0	5	555	8			198				enemy089	0	0	0	0	0	30	35					627	1	627	1	627	1	627	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	540	100		12		0
1855	Vâ l©m nh©n sÜ cña ThÇn trÝ bÊt thanh	0	5	555	3			187				enemy078	0	0	0	0	0	30	30	20	11	10	10	626	1	626	1	626	1	626	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	540	100		12		0
1856	S¬n TÆc §Çu Môc	0	5	555				234				enemy125	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\shanshenmiao.lua	100				100					100				100				100				100				12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		6		0
1857	½£Ú£1	3	6	555								passerby355a	0	0	0	0	0	22	22																																												400		700																						100		36		0
1858	½£Ú£2	3	6	555								passerby355b	0	0	0	0	0	22	22																																												400		700																						100		36		0
1859	½£Ú£3	3	6	555								passerby355c	0	0	0	0	0	22	22																																												400		700																						100		36		0
1860	ÔÂ¸èµºÊ¯±®	3	6	555								passerby297	0	0	0	0	0	22	22																																												400		700																						100		36		0
1861	ÔÂ¸èµºÊ÷	3	6	555								passerby329	0	0	0	0	0	22	22																																												400		700																						100		36		0
1862	Triªm TuyÕt B¨ng Liªn	3	6	555	0							passerby212	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						60		12		0
1863	ÃÏÐÇ£¨¶Ô»°£©	3	6	555				165				boss012	0	0	0	0	0	37	38	20	11	10	10	357	1	357	1	359	1	359	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95		100		6		0
1864	Ê÷£¨ÔÂ¸èµº£©	3	6	555								passerby326	0	0	0	0	0	1	1														\script\npclevelscript\newnpc.lua	0				0																									0	100	0																						120		6		0
1865	Bia §¸	3	6	555								passerby297	0	0	0	0	0	1	1	1	1	1	1																																								400		700																						90		36		0
1866	Cét Cê	3	6	555								passerby356	0	0	0	0	0	30	30																																												400		700																						200		36		0
1867	H»ng Nga	3	6	555								passerby_henge_a	0	0	0	0	0	64	64																																												400		700																						100		36		0
1868	TiÓu Ph­¬ng	3	6	555								passerby147	0	0	0	0	0	22	24																																												400		700																						100		36		0
1869	Ð¡Ã×»î¶¯BOSS1	0	5	555	24							boss088	0	0	0	0	0	24	27	21	10	24	12	1132	1	1143	1	1142	1	1135	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1870	Ð¡Ã×»î¶¯BOSS2	0	5	555	24							boss089	0	0	0	0	0	24	27	21	10	24	12	1132	1	1143	1	1142	1	1135	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1871	Ð¡Ã×»î¶¯BOSS3	0	5	555	24							boss090	0	0	0	0	0	24	27	21	10	24	12	1132	1	1143	1	1142	1	1135	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1872	Ð¡Ã×»î¶¯BOSS4	0	5	555	24							boss091	0	0	0	0	0	24	27	21	10	24	12	1132	1	1143	1	1142	1	1135	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1873	Tr­¬ng Tuyªn	0	5	555	24							boss096	0	0	0	0	0	24	27	21	10	24	12	1132	1	1136	1	1156	1	1157	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1874	Kim ThÝ L­îng	0	5	555	24							boss094	0	0	0	0	0	24	27	21	10	24	12	1134	1	1168	1	1148	1	1137	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1875	Mé Dung Toµn	0	5	555	24							boss095	0	0	0	0	0	24	27	21	10	24	12	1143	1	1142	1	1152	1	1135	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1876	R­¬ng Thiªn Chi	3	6	555								passerby354a	0	0	0	0	0	36	40	24	10	10	10																																								800		1000																						60		12		0
